id,stereotype,implicit
d_2734_04,0,0
d_2734_05,0,0
d_2735_01,0,0
d_2735_02,1,1
d_2735_03,0,0
d_2735_04,0,0
d_2735_05,0,0
d_2735_06,0,0
d_2735_07,0,0
d_2735_08,1,1
d_2735_09,0,0
d_2736_01,0,0
d_2736_02,1,1
d_2736_03,1,1
d_2736_04,0,0
d_2736_05,0,0
d_2736_06,1,1
d_2737_01,0,0
d_2738_01,1,1
d_2738_02,0,0
d_2739_01,1,0
d_2740_01,0,0
d_2740_02,0,0
d_2740_03,1,1
d_2740_04,1,1
d_2740_05,1,1
d_2740_06,1,1
d_2740_07,0,0
d_2740_08,0,0
d_2740_09,0,0
d_2740_10,0,0
d_2740_11,0,0
d_2740_12,0,0
d_2740_13,0,0
d_2741_01,0,0
d_2741_02,0,0
d_2741_03,0,0
d_2741_04,0,0
d_2741_05,0,0
d_2742_01,0,0
d_2742_02,0,0
d_2742_03,0,0
d_2743_01,0,0
d_2743_02,1,1
d_2743_03,0,0
d_2743_04,0,0
d_2743_05,0,0
d_2744_01,0,0
d_2745_01,0,0
d_2746_01,1,1
d_2747_01,0,0
d_2747_02,0,0
d_2747_03,0,0
d_2747_04,0,0
d_2747_05,0,0
d_2747_06,0,0
d_2748_01,0,0
d_2748_02,0,0
d_2748_03,1,0
d_2748_04,0,0
d_2749_01,1,1
d_2750_01,0,0
d_2750_02,0,0
d_2750_03,0,0
d_2750_04,0,0
d_2750_05,0,0
d_2750_06,1,1
d_2750_07,0,0
d_2750_08,0,0
d_2750_09,0,0
d_2750_10,0,0
d_2751_01,1,0
d_2751_02,1,0
d_2751_03,0,0
d_2752_01,1,0
d_2752_02,0,0
d_2753_01,0,0
d_2753_02,0,0
d_2753_03,0,0
d_2754_01,1,1
d_2754_02,0,0
d_2754_03,1,0
d_2754_04,0,0
d_2754_05,0,0
d_2755_01,0,0
d_2755_02,0,0
d_2756_01,0,0
d_2757_01,1,1
d_2757_02,0,0
d_2758_01,1,0
d_2758_02,0,0
d_2758_03,0,0
d_2759_01,1,1
d_2760_01,0,0
d_2760_02,0,0
d_2760_03,0,0
d_2761_01,0,0
d_2762_01,1,1
d_2762_02,1,1
d_2763_01,0,0
d_2764_01,0,0
d_2765_01,0,0
d_2766_01,1,1
d_2767_01,0,0
d_2767_02,0,0
d_2768_01,0,0
d_2769_01,0,0
d_2770_01,0,0
d_2771_01,1,1
d_2771_02,0,0
d_2772_02,0,0
d_2772_03,0,0
d_2772_04,1,0
d_2773_01,1,1
d_2774_01,0,0
d_2775_01,0,0
d_2775_02,0,0
d_2775_03,0,0
d_2776_01,0,0
d_2777_01,1,1
d_2778_01,0,0
d_2779_01,0,0
d_2779_02,0,0
d_2780_01,1,1
d_2781_01,1,0
d_2781_02,0,0
d_2781_03,0,0
d_2781_04,0,0
d_2781_05,1,1
d_2782_01,0,0
d_2782_02,0,0
d_2783_01,0,0
d_2784_01,0,0
d_2785_01,1,1
d_2786_01,0,0
d_2787_01,0,0
d_2787_02,1,1
d_2787_03,0,0
d_2788_01,0,0
d_2789_01,0,0
d_2789_02,0,0
d_2790_01,1,1
d_2790_02,1,1
d_2790_03,0,0
d_2791_01,0,0
d_2791_02,0,0
d_2792_01,0,0
d_2793_01,0,0
d_2793_02,0,0
d_2793_03,0,0
d_2793_04,0,0
d_2794_01,1,1
d_2794_02,1,1
d_2795_01,0,0
d_2796_01,0,0
d_2796_02,1,1
d_2796_03,1,1
d_2796_04,0,0
d_2796_05,1,0
d_2796_06,0,0
d_2797_01,0,0
d_2797_02,1,1
d_2797_03,1,1
d_2798_01,0,0
d_2799_01,0,0
d_2800_01,0,0
d_2800_02,0,0
d_2800_03,1,1
d_2800_04,0,0
d_2800_05,0,0
d_2801_01,0,0
d_2801_02,0,0
d_2801_03,1,1
d_2801_04,0,0
d_2802_01,1,1
d_2803_01,1,1
d_2804_01,0,0
d_2804_02,0,0
d_2805_01,0,0
d_2806_01,0,0
d_2806_02,0,0
d_2807_01,0,0
d_2808_01,0,0
d_2809_01,0,0
d_2809_02,0,0
d_2809_03,0,0
d_2809_04,0,0
d_2809_05,1,0
d_2809_06,0,0
d_2809_07,0,0
d_2809_08,1,1
d_2809_09,0,0
d_2809_10,0,0
d_2809_11,0,0
d_2809_12,0,0
d_2809_13,1,1
d_2809_14,1,1
d_2809_15,0,0
d_2809_16,1,1
d_2809_17,0,0
d_2809_18,0,0
d_2809_19,0,0
d_2810_01,0,0
d_2810_02,0,0
d_2810_03,1,0
d_2810_04,0,0
d_2810_05,1,0
d_2810_06,0,0
d_2810_07,0,0
d_2810_08,1,0
d_2811_01,1,0
d_2812_01,0,0
d_2813_01,1,1
d_2814_01,0,0
d_2814_02,0,0
d_2815_01,0,0
d_2815_02,0,0
d_2816_01,1,1
d_2817_01,0,0
d_2817_02,0,0
d_2818_01,1,1
d_2819_01,0,0
d_2819_02,0,0
d_2819_03,0,0
d_2819_04,0,0
d_2820_01,0,0
d_2820_02,0,0
d_2820_03,0,0
d_2820_04,0,0
d_2820_05,0,0
d_2820_06,0,0
d_2820_07,0,0
d_2820_08,0,0
d_2821_01,0,0
d_2821_02,0,0
d_2822_01,0,0
d_2823_01,0,0
d_2823_02,0,0
d_2823_03,0,0
d_2823_04,0,0
d_2823_05,1,1
d_2823_06,0,0
d_2823_07,0,0
d_2823_08,0,0
d_2823_09,1,1
d_2823_10,1,1
d_2824_01,0,0
d_2824_02,1,1
d_2824_03,0,0
d_2824_04,0,0
d_2825_01,0,0
d_2825_02,1,1
d_2825_03,0,0
d_2826_01,0,0
d_2827_01,1,1
d_2827_02,0,0
d_2828_01,0,0
d_2829_01,0,0
d_2830_01,1,0
d_2830_02,1,0
d_2830_03,1,1
d_2831_01,1,1
d_2832_01,0,0
d_2832_02,1,0
d_2833_01,1,1
d_2833_02,1,1
d_2833_03,0,0
d_2834_01,0,0
d_2835_01,0,0
d_2835_02,0,0
d_2836_01,1,1
d_2836_02,1,1
d_2837_01,0,0
d_2837_02,1,1
d_2837_03,0,0
d_2838_01,0,0
d_2838_02,0,0
d_2839_01,1,0
d_2839_02,0,0
d_2840_01,0,0
d_2840_02,0,0
d_2840_03,0,0
d_2840_04,0,0
d_2840_05,0,0
d_2841_01,1,1
d_2842_01,0,0
d_2842_02,0,0
d_2842_03,0,0
d_2842_04,0,0
d_2842_05,0,0
d_2842_06,0,0
d_2842_07,0,0
d_2843_01,1,1
d_2843_02,0,0
d_2844_01,1,1
d_2844_02,1,1
d_2845_01,0,0
d_2845_02,0,0
d_2845_03,0,0
d_2845_04,0,0
d_2845_05,0,0
d_2845_06,1,1
d_2845_07,0,0
d_2845_08,0,0
d_2845_09,0,0
d_2846_01,1,1
d_2847_01,0,0
d_2848_01,0,0
d_2848_02,0,0
d_2849_01,0,0
d_2849_02,1,1
d_2849_03,0,0
d_2850_01,0,0
d_2851_01,0,0
d_2852_01,0,0
d_2853_01,0,0
d_2853_02,1,0
d_2853_03,0,0
d_2854_01,0,0
d_2855_01,1,0
d_2856_01,0,0
d_2856_02,0,0
d_2857_01,0,0
d_2857_02,1,0
d_2857_03,1,1
d_2858_01,1,1
d_2858_02,0,0
d_2859_01,0,0
d_2859_02,0,0
d_2860_01,1,0
d_2860_02,1,1
d_2861_01,0,0
d_2861_02,1,0
d_2862_01,0,0
d_2863_01,1,1
d_2864_01,0,0
d_2865_01,0,0
d_2865_02,0,0
d_2865_03,0,0
d_2865_04,0,0
d_2866_01,1,1
d_2866_02,0,0
d_2866_03,1,1
d_2866_04,1,1
d_2866_05,1,1
d_2867_01,0,0
d_2868_01,0,0
d_2868_02,0,0
d_2869_01,1,1
d_2870_01,0,0
d_2870_02,0,0
d_2870_03,0,0
d_2871_01,0,0
d_2871_02,1,1
d_2871_03,1,0
d_2871_04,0,0
d_2872_01,1,0
d_2872_02,1,1
d_2872_03,1,1
d_2872_04,0,0
d_2873_01,1,0
d_2873_02,1,0
d_2873_03,0,0
d_2874_01,0,0
d_2874_02,0,0
d_2874_03,0,0
d_2875_01,1,1
d_2876_01,1,0
d_2876_02,0,0
d_2876_03,1,1
d_2877_01,0,0
d_2878_01,0,0
d_2879_01,0,0
d_2879_02,1,1
d_2879_03,1,1
d_2880_01,1,1
d_2881_01,0,0
d_2882_01,1,0
d_2882_02,1,1
d_2882_03,1,0
d_2882_04,0,0
d_2882_05,0,0
d_2883_01,0,0
d_2883_02,0,0
d_2883_03,0,0
d_2884_01,0,0
d_2884_02,0,0
d_2884_03,0,0
d_2885_01,1,0
d_2886_01,0,0
d_2886_02,0,0
d_2886_03,0,0
d_2886_04,1,1
d_2886_05,0,0
d_2886_06,1,1
d_2886_07,0,0
d_2887_01,0,0
d_2888_01,0,0
d_2889_01,1,1
d_2889_02,1,1
d_2890_01,0,0
d_2891_01,0,0
d_2891_02,0,0
d_2891_03,1,1
d_2891_04,0,0
d_2891_05,0,0
d_2891_06,1,1
d_2892_01,1,1
d_2893_01,0,0
d_2894_01,1,1
d_2894_02,0,0
d_2894_03,1,1
d_2894_04,0,0
d_2895_01,1,1
d_2896_01,1,0
d_2896_02,1,1
d_2897_01,0,0
d_2897_02,0,0
d_2898_01,0,0
d_2898_02,0,0
d_2899_01,0,0
d_2900_01,0,0
d_2901_01,0,0
d_2902_01,0,0
d_2902_02,0,0
d_2903_01,0,0
d_2903_02,0,0
d_2903_03,1,0
d_2903_04,0,0
d_2903_05,0,0
d_2903_06,0,0
d_2903_07,0,0
d_2904_01,1,0
d_2904_02,0,0
d_2905_01,0,0
d_2905_02,0,0
d_2905_03,0,0
d_2906_01,0,0
d_2907_01,0,0
d_2908_01,1,1
d_2908_02,0,0
d_2908_03,0,0
d_2908_04,1,1
d_2909_01,1,0
d_2909_02,0,0
d_2910_01,0,0
d_2911_01,1,0
d_2912_01,1,1
d_2912_02,0,0
d_2912_03,0,0
d_2912_04,0,0
d_2913_01,0,0
d_2914_01,1,1
d_2914_02,1,1
d_2914_03,0,0
d_2915_01,0,0
d_2916_01,0,0
d_2916_02,0,0
d_2917_01,0,0
d_2917_02,1,1
d_2918_01,0,0
d_2919_01,0,0
d_2920_01,0,0
d_2921_01,1,0
d_2922_01,0,0
d_2923_01,1,0
d_2923_02,1,1
d_2923_03,0,0
d_2923_04,0,0
d_2924_01,1,1
d_2924_02,0,0
d_2925_01,0,0
d_2926_01,0,0
d_2927_01,1,0
d_2928_01,1,0
d_2928_02,0,0
d_2929_01,0,0
d_2930_01,0,0
d_2931_01,0,0
d_2932_01,0,0
d_2932_02,0,0
d_2933_01,1,1
d_2933_02,0,0
d_2933_03,0,0
d_2934_01,1,1
d_2934_02,0,0
d_2934_03,0,0
d_2935_01,0,0
d_2936_01,0,0
d_2936_02,0,0
d_2937_01,0,0
d_2937_02,0,0
d_2938_01,0,0
d_2938_02,0,0
d_2939_01,1,1
d_2940_01,0,0
d_2941_01,0,0
d_2942_01,0,0
d_2943_01,0,0
d_2944_01,0,0
d_2945_01,0,0
d_2946_01,0,0
d_2947_01,1,1
d_2948_01,0,0
d_2948_02,0,0
d_2949_01,1,1
d_2950_01,0,0
d_2951_01,0,0
d_2952_01,0,0
d_2952_02,1,0
d_2952_03,0,0
d_2953_01,0,0
d_2954_01,0,0
d_2954_02,0,0
d_2955_01,0,0
d_2955_02,1,1
d_2956_01,1,0
d_2956_02,1,1
d_2956_03,1,0
d_2956_04,1,1
d_2956_05,1,1
d_2956_06,0,0
d_2956_07,0,0
d_2956_08,0,0
d_2956_09,0,0
d_2957_01,1,1
d_2958_01,0,0
d_2959_01,0,0
d_2960_01,1,1
d_2961_01,1,0
d_2962_01,1,0
d_2962_02,1,0
d_2962_03,0,0
d_2962_04,0,0
d_2962_05,0,0
d_2962_06,0,0
d_2963_01,0,0
d_2964_01,0,0
d_2964_02,0,0
d_2964_03,0,0
d_2964_04,0,0
d_2964_05,0,0
d_2964_06,0,0
d_2964_07,0,0
d_2964_08,0,0
d_2965_01,0,0
d_2965_02,0,0
d_2965_03,1,1
d_2966_01,0,0
d_2966_02,0,0
d_2966_03,0,0
d_2966_04,0,0
d_2967_01,0,0
d_2967_02,1,1
d_2967_03,0,0
d_2967_04,0,0
d_2967_05,0,0
d_2968_01,0,0
d_2968_02,1,1
d_2968_03,0,0
d_2969_01,0,0
d_2969_02,0,0
d_2969_03,0,0
d_2969_04,1,1
d_2969_05,0,0
d_2969_06,0,0
d_2969_07,0,0
d_2969_08,0,0
d_2970_01,1,0
d_2970_02,0,0
d_2970_03,1,1
d_2971_01,0,0
d_2971_02,0,0
d_2971_03,0,0
d_2971_04,0,0
d_2971_05,1,1
d_2971_06,1,0
d_2971_07,0,0
d_2971_08,0,0
d_2971_09,1,1
d_2972_01,0,0
d_2972_02,1,0
d_2972_03,0,0
d_2972_04,0,0
d_2972_05,1,0
d_2972_06,1,0
d_2972_07,1,1
d_2972_08,1,1
d_2972_09,1,1
d_2973_01,0,0
d_2973_02,0,0
d_2973_03,1,0
d_2974_01,0,0
d_2975_01,0,0
d_2975_02,1,0
d_2976_01,1,0
d_2976_02,0,0
d_2976_03,0,0
d_2976_04,0,0
d_2977_01,0,0
d_2978_01,0,0
d_2979_01,1,0
d_2979_02,1,1
d_2979_03,0,0
d_2980_01,0,0
d_2980_02,0,0
d_2980_03,1,1
d_2981_01,1,1
d_2981_02,0,0
d_2982_01,0,0
d_2982_02,0,0
d_2982_03,0,0
d_2983_01,0,0
d_2984_01,0,0
d_2985_01,0,0
d_2985_02,1,1
d_2986_01,0,0
d_2986_02,0,0
d_2987_01,0,0
d_2987_02,0,0
d_2987_03,0,0
d_2988_01,1,1
d_2989_01,0,0
d_2989_02,0,0
d_2990_01,1,1
d_2990_02,0,0
d_2990_03,0,0
d_2991_01,1,1
d_2992_01,1,0
d_2992_02,1,1
d_2992_03,0,0
d_2992_04,1,1
d_2992_05,0,0
d_2993_01,1,1
d_2994_01,0,0
d_2995_01,0,0
d_2995_02,0,0
d_2995_03,1,1
d_2996_01,1,1
d_2997_01,0,0
d_2997_02,1,1
d_2997_03,1,1
d_2997_04,0,0
d_2998_01,0,0
d_2998_02,0,0
d_2999_01,0,0
d_3000_01,0,0
d_3001_01,0,0
d_3002_01,1,0
d_3003_01,0,0
d_3004_01,0,0
d_3005_01,1,1
d_3006_01,0,0
d_3007_01,1,0
d_3008_01,0,0
d_3009_01,0,0
d_3010_01,0,0
d_3011_01,0,0
d_3012_01,0,0
d_3012_02,1,1
d_3012_03,0,0
d_3013_01,1,1
d_3013_02,0,0
d_3014_01,1,0
d_3014_02,0,0
d_3014_03,0,0
d_3014_04,0,0
d_3014_05,0,0
d_3015_01,0,0
d_3015_02,0,0
d_3016_01,0,0
d_3017_01,0,0
d_3017_02,0,0
d_3017_03,0,0
d_3017_04,0,0
d_3018_01,0,0
d_3019_01,0,0
d_3019_02,0,0
d_3020_01,0,0
d_3021_01,0,0
d_3021_02,0,0
d_3021_03,0,0
d_3022_01,1,0
d_3022_02,0,0
d_3022_03,0,0
d_3023_01,0,0
d_3023_02,1,1
d_3024_01,0,0
d_3024_02,0,0
d_3025_01,1,1
d_3025_02,0,0
d_3026_01,1,1
d_3027_01,0,0
d_3028_01,0,0
d_3028_02,0,0
d_3029_01,0,0
d_3030_01,0,0
d_3031_01,0,0
d_3032_01,0,0
d_3033_01,0,0
d_3034_01,0,0
d_3034_02,1,1
d_3035_01,0,0
d_3035_02,0,0
d_3036_01,0,0
d_3037_01,1,1
d_3038_01,0,0
d_3038_02,1,1
d_3038_03,0,0
d_3038_04,1,1
d_3038_05,0,0
d_3038_06,0,0
d_3038_07,0,0
d_3039_01,0,0
d_3039_02,0,0
d_3039_03,0,0
d_3039_04,0,0
d_3040_01,0,0
d_3040_02,0,0
d_3040_03,0,0
d_3040_04,0,0
d_3040_05,0,0
d_3041_01,0,0
d_3042_01,1,1
d_3043_01,0,0
d_3044_01,1,0
d_3044_02,1,1
d_3044_03,0,0
d_3044_04,0,0
d_3045_01,0,0
d_3046_01,1,1
d_3047_01,0,0
d_3048_01,0,0
d_3049_01,0,0
d_3050_01,1,1
d_3050_02,1,1
d_3051_01,0,0
d_3052_01,0,0
d_3053_01,0,0
d_3053_02,0,0
